,FEDFUNDS,TB3MS,T5YIE,UNRATE,CPIAUCSL_YOY,PCEPI_YOY,INDPRO_YOY,PAYEMS_YOY,NFCI,STLFSI4,SPREAD_2s10s,SPREAD_3m10y,SPREAD_5s30s,beta1,beta2,beta3,beta1_L1,beta1_L2,beta1_L3,beta2_L1,beta2_L2,beta2_L3,beta3_L1,beta3_L2,beta3_L3,beta1_t1,beta2_t1,beta3_t1
2008-08-31,2.0,1.72,1.89,6.1,5.171936664573984,3.90344199005499,-3.85447582380456,-0.5827996613879449,0.8368,1.5453,-1.4700000000000002,-2.17,-1.36,4.829399332520058,-2.7256131859373687,-2.902222795750768,4.874540634482004,5.002471053728534,5.005880996266791,-2.783692120212744,-3.0032574755674464,-3.338511973898099,-2.4042624045411696,-0.5751468614228212,-0.6767230483865423,4.592750324275028,-2.432603261736744,-4.1794205258354795
2008-09-30,1.81,1.13,0.97,6.1,4.834549269997446,3.602173990166335,-8.583458227328133,-0.9743112695366208,1.79226,4.5692,-1.61,-2.56,-1.3899999999999997,4.592750324275028,-2.432603261736744,-4.1794205258354795,4.829399332520058,4.874540634482004,5.002471053728534,-2.7256131859373687,-2.783692120212744,-3.0032574755674464,-2.902222795750768,-2.4042624045411696,-0.5751468614228212,4.54976563935189,-1.9363834689806037,-7.180570270270353
2008-10-31,0.97,0.67,-0.96,6.5,3.663138189931736,2.636772731936876,-7.289845384254523,-1.3728491929398956,2.77717,7.7449,-2.2,-3.14,-1.44,4.54976563935189,-1.9363834689806037,-7.180570270270353,4.592750324275028,4.829399332520058,4.874540634482004,-2.432603261736744,-2.7256131859373687,-2.783692120212744,-4.1794205258354795,-2.902222795750768,-2.4042624045411696,4.442646425030675,-2.2908692088440037,-7.342563475701252
2008-11-30,0.39,0.19,-2.24,6.8,1.09391237236256,0.9207771405972842,-9.168554968628229,-2.0071227480780607,3.05006,6.8359,-2.32,-3.34,-1.71,4.442646425030675,-2.2908692088440037,-7.342563475701252,4.54976563935189,4.592750324275028,4.829399332520058,-1.9363834689806037,-2.432603261736744,-2.7256131859373687,-7.180570270270353,-4.1794205258354795,-2.902222795750768,3.208993692843024,-2.7990112177995146,-3.0207529402551785
2008-12-31,0.16,0.03,-0.26,7.3,-0.0222304733404676,0.1294851443397249,-12.093118411507042,-2.597111296611132,2.69595,4.7724,-1.6,-2.39,-1.35,3.208993692843024,-2.7990112177995146,-3.0207529402551785,4.442646425030675,4.54976563935189,4.592750324275028,-2.2908692088440037,-1.9363834689806037,-2.432603261736744,-7.342563475701252,-7.180570270270353,-4.1794205258354795,3.506944476693828,-3.268230075024684,-2.869334903488531
2009-01-31,0.15,0.13,0.38,7.8,-0.1136505768311479,-0.1111653187972905,-14.488934386580787,-3.16612920126218,2.11713,4.0256,-1.71,-2.39,-1.5299999999999998,3.506944476693828,-3.268230075024684,-2.869334903488531,3.208993692843024,4.442646425030675,4.54976563935189,-2.7990112177995146,-2.2908692088440037,-1.9363834689806037,-3.0207529402551785,-7.342563475701252,-7.180570270270353,4.011118099710038,-3.5432796797896144,-3.4734830764227267
2009-02-28,0.22,0.3,0.58,8.3,0.0084627825679639,-0.1313346504617563,-14.721925954558657,-3.6890696445842863,2.12259,4.1517,-1.89,-2.5700000000000003,-1.7199999999999998,4.011118099710038,-3.5432796797896144,-3.4734830764227267,3.506944476693828,3.208993692843024,4.442646425030675,-3.268230075024684,-2.7990112177995146,-2.2908692088440037,-2.869334903488531,-3.0207529402551785,-7.342563475701252,4.089367696815712,-3.508952743191589,-3.883037852900145
2009-03-31,0.18,0.21,0.73,8.7,-0.4474784608338389,-0.527138615734124,-15.978914018224089,-4.259200578703393,1.91301,3.1981,-1.89,-2.61,-1.82,4.089367696815712,-3.508952743191589,-3.883037852900145,4.011118099710038,3.506944476693828,3.208993692843024,-3.5432796797896144,-3.268230075024684,-2.7990112177995146,-3.4734830764227267,-2.869334903488531,-3.0207529402551785,4.233190938208997,-3.8707165307005313,-3.582422967894034
2009-04-30,0.15,0.16,0.82,9.0,-0.5779915821649162,-0.5691907808367702,-16.078985091553655,-4.6084067872740775,1.36852,2.8237,-2.0,-2.77,-1.9,4.233190938208997,-3.8707165307005313,-3.582422967894034,4.089367696815712,4.011118099710038,3.506944476693828,-3.508952743191589,-3.5432796797896144,-3.268230075024684,-3.883037852900145,-3.4734830764227267,-2.869334903488531,4.730815567222243,-4.451356120315126,-4.301043411534228
2009-05-31,0.18,0.18,1.36,9.4,-1.0209555557125327,-0.893189919347126,-16.451778748868406,-4.740991570860231,0.86586,1.3581,-2.36,-3.11,-2.1000000000000005,4.730815567222243,-4.451356120315126,-4.301043411534228,4.233190938208997,4.089367696815712,4.011118099710038,-3.8707165307005313,-3.508952743191589,-3.5432796797896144,-3.582422967894034,-3.883037852900145,-3.4734830764227267,4.903790789037008,-4.946234697956092,-4.01685672156552
2009-06-30,0.21,0.18,1.34,9.5,-1.236791449885022,-1.023848173042552,-16.50817015612276,-4.981212441282956,0.71643,1.6317,-2.54,-3.54,-1.81,4.903790789037008,-4.946234697956092,-4.01685672156552,4.730815567222243,4.233190938208997,4.089367696815712,-4.451356120315126,-3.8707165307005313,-3.508952743191589,-4.301043411534228,-3.582422967894034,-3.883037852900145,4.839591624912692,-4.6359029226809945,-4.676774699631671
2009-07-31,0.16,0.18,1.32,9.5,-1.9781989747510664,-1.4768613045404777,-14.866598334237311,-5.099553534742718,0.40979,0.5082,-2.54,-3.38,-1.95,4.839591624912692,-4.6359029226809945,-4.676774699631671,4.903790789037008,4.730815567222243,4.233190938208997,-4.946234697956092,-4.451356120315126,-3.8707165307005313,-4.01685672156552,-4.301043411534228,-3.582422967894034,4.763017761647521,-4.9108004837290595,-3.5375696456309194
2009-08-31,0.16,0.17,1.12,9.6,-1.4949545348335924,-1.1062158392555863,-12.167297279707778,-5.036124265044428,0.22461,0.5275,-2.47,-3.42,-1.8000000000000005,4.763017761647521,-4.9108004837290595,-3.5375696456309194,4.839591624912692,4.903790789037008,4.730815567222243,-4.6359029226809945,-4.946234697956092,-4.451356120315126,-4.676774699631671,-4.01685672156552,-4.301043411534228,4.586660414932973,-4.528813484453684,-4.3065007547741345
2009-09-30,0.15,0.12,1.37,9.8,-1.3875246181172862,-1.028014689062573,-6.828683320494111,-4.880954108461744,0.09799,0.1611,-2.44,-3.28,-1.8200000000000005,4.586660414932973,-4.528813484453684,-4.3065007547741345,4.763017761647521,4.839591624912692,4.903790789037008,-4.9108004837290595,-4.6359029226809945,-4.946234697956092,-3.5375696456309194,-4.676774699631671,-4.01685672156552,4.604882497489727,-4.675363491820134,-3.9034848867985583
2009-10-31,0.12,0.07,1.61,10.0,-0.224219478302956,0.0133843425698998,-7.60210237186012,-4.679572024274137,0.01732,0.4103,-2.4400000000000004,-3.3200000000000003,-1.8600000000000003,4.604882497489727,-4.675363491820134,-3.9034848867985583,4.586660414932973,4.763017761647521,4.839591624912692,-4.528813484453684,-4.9108004837290595,-4.6359029226809945,-4.3065007547741345,-3.5375696456309194,-4.676774699631671,4.7757918662145755,-4.628272952833141,-5.108916761374381
2009-11-30,0.12,0.05,1.75,9.9,1.896489585471972,1.4500478186623589,-5.876840183016707,-4.130842834579163,-0.03558,0.1446,-2.6,-3.35,-2.08,4.7757918662145755,-4.628272952833141,-5.108916761374381,4.604882497489727,4.586660414932973,4.763017761647521,-4.675363491820134,-4.528813484453684,-4.9108004837290595,-3.9034848867985583,-4.3065007547741345,-3.5375696456309194,4.976169956205046,-4.687583989540664,-5.5865217684687325
2009-12-31,0.12,0.05,2.13,9.9,2.775254206359889,2.068183154843428,-2.668286016486121,-3.8084366744516975,-0.15469,-0.2493,-2.72,-3.54,-2.1500000000000004,4.976169956205046,-4.687583989540664,-5.5865217684687325,4.7757918662145755,4.604882497489727,4.586660414932973,-4.628272952833141,-4.675363491820134,-4.528813484453684,-5.108916761374381,-3.9034848867985583,-4.3065007547741345,5.075516768784528,-4.922551185365013,-5.448551938904521
